,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
25,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:16:31,1,5,26,0,0,2,2,0,30,2,1,2,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.191,6.889,1,125.0,C,NCTL,D
26,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:16:51,1,5,27,0,0,2,2,0,40,2,2,1,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.668,8.531,2,87.0,BW,NCTL,D
27,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:17:30,1,5,28,0,0,2,2,15,40,2,1,2,11,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.102,5.715,1,111.0,W,CTL,ND
28,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:19:14,1,6,29,0,0,2,3,0,0,1,1,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.585,10.4,1,115.0,W,CTL,D
29,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:19:38,1,6,30,0,0,2,3,15,0,1,2,2,12,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.49,10.75,2,94.0,BW,NCTL,ND
30,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:20:11,1,6,31,0,0,2,3,15,15,1,1,1,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.034,86.343,11,118.0,W,CTL,D
31,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:20:54,1,6,32,0,0,2,3,30,15,1,2,2,13,19,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.266,40.834,14,93.0,BW,NCTL,ND
32,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:22:23,1,6,33,0,0,2,3,30,30,1,2,2,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.713,9.732,2,103.0,BC,NCTL,D
33,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:22:54,1,6,34,0,0,2,3,30,40,1,2,2,13,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,93.981,106.802,26,97.0,B,NCTL,D
34,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:24:30,1,7,35,0,0,2,4,0,0,2,1,2,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.632,10.255,1,119.0,C,CTL,ND
35,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:24:57,1,7,36,0,0,2,4,0,15,2,1,2,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.036,5.52,1,125.0,BW,NCTL,
36,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:25:19,1,7,37,0,0,2,4,0,30,2,2,1,14,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.641,13.226,4,84.0,BC,NCTL,ND
37,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:26:06,1,7,38,0,0,2,4,15,30,2,2,1,15,23,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.901,7.664,2,88.0,B,NCTL,ND
38,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:26:54,1,7,39,0,0,2,4,30,30,2,2,2,15,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.718,13.151,3,90.0,W,NCTL,D
39,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:27:39,1,7,40,0,0,2,4,30,40,2,1,2,15,25,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.739,11.803,3,119.0,C,NCTL,ND
40,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:29:23,1,8,41,0,0,2,5,0,0,1,1,1,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.996,6.645,1,116.0,W,CTL,D
41,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:29:38,1,8,42,0,0,2,5,15,0,1,2,2,16,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48.674,44.656,12,90.0,BW,NCTL,D
42,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:30:26,1,8,43,0,0,2,5,15,15,1,2,1,17,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.248,28.045,7,98.0,C,NCTL,ND
43,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:31:12,1,8,44,0,0,2,5,30,15,1,2,2,17,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.599,73.619,18,100.0,BW,NCTL,ND
44,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:32:13,1,8,45,0,0,2,5,30,30,1,2,1,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,6.368,1,102.0,B,NCTL,D
45,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:32:45,1,8,46,0,0,2,5,40,30,1,2,1,19,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.677,5.417,1,99.0,B,NCTL,D
46,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:33:43,1,9,47,0,0,3,5,0,0,2,1,1,20,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.547,15.836,4,124.0,C,NCTL,D
47,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:34:14,1,9,48,0,0,3,5,15,0,2,1,2,20,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41.221,25.991,7,124.0,W,CTL,ND
48,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:34:56,1,9,49,0,0,3,5,15,15,2,2,2,20,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.52,20.657,5,91.0,BC,NCTL,ND
49,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:35:43,1,9,50,0,0,3,5,15,30,2,1,2,20,30,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,49.657,33.85,11,123.0,W,NCTL,ND
50,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:36:30,1,9,51,0,0,3,5,15,40,2,2,2,20,31,2,2,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.846,29.508,7,101.0,BW,NCTL,ND
51,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:39:23,2,1,52,0,1,0,0,0,0,1,2,1,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.968,4.897,1,101.0,B,NCTL,D
52,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:39:51,2,1,53,0,1,0,0,15,0,1,2,1,22,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.934,32.883,9,95.0,BW,CTL,ND
53,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:40:40,2,1,54,0,1,0,0,30,0,1,1,2,22,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.911,7.211,2,120.0,BC,NCTL,ND
54,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:41:04,2,1,55,0,1,0,0,30,15,1,2,2,22,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.482,20.688,4,106.0,BC,CTL,ND
55,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:41:46,2,1,56,0,1,0,0,30,30,1,2,2,22,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.716,36.351,8,104.0,W,CTL,ND
56,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:42:30,2,1,57,0,1,0,0,30,40,1,2,1,23,34,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,54.625,55.126,9,101.0,C,NCTL,ND
57,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:43:26,2,1,58,0,1,0,0,40,40,1,2,2,23,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.283,11.317,2,93.0,BC,NCTL,D
58,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:44:03,2,1,59,0,1,0,0,40,AD,1,2,1,24,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,27.008,33.133,7,89.0,W,CTL,ND
59,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:44:49,2,1,60,0,1,0,0,40,40,1,2,2,24,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.19,17.428,4,95.0,BC,NCTL,D
60,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:45:31,2,1,61,0,1,0,0,40,AD,1,2,2,24,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,48.608,50.068,12,91.0,BC,NCTL,D
61,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:46:55,2,2,62,0,1,0,1,0,0,2,1,2,24,38,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.25,16.744,5,117.0,BW,CTL,ND
62,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:47:24,2,2,63,0,1,0,1,0,15,2,2,2,24,39,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.894,24.201,7,107.0,C,NCTL,D
63,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:48:12,2,2,64,0,1,0,1,0,30,2,1,2,24,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.567,9.024,1,106.0,W,CTL,D
64,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:48:35,2,2,65,0,1,0,1,0,40,2,1,2,24,41,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298,1.148,1,117.0,C,NCTL,
65,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:49:13,2,3,66,0,1,0,2,0,0,1,1,2,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.867,59.716,12,120.0,C,NCTL,ND
66,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:49:51,2,3,67,0,1,0,2,0,15,1,1,1,25,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.276,39.057,5,119.0,C,NCTL,ND
67,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:50:19,2,3,68,0,1,0,2,15,15,1,1,2,25,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.788,21.339,2,112.0,W,NCTL,D
68,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:50:37,2,3,69,0,1,0,2,15,30,1,2,1,26,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.034,11.134,3,94.0,W,NCTL,D
69,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:51:17,2,3,70,0,1,0,2,30,30,1,1,2,26,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.339,26.114,6,117.0,W,CTL,ND
70,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:51:46,2,3,71,0,1,0,2,30,40,1,2,2,26,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,65.088,64.254,18,95.0,W,NCTL,ND
71,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:54:25,2,4,72,0,1,0,3,0,0,2,1,2,26,46,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.36,17.976,7,122.0,BC,NCTL,ND
72,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:54:58,2,4,73,0,1,0,3,0,15,2,2,1,27,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.115,7.479,2,101.0,C,NCTL,D
73,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:55:37,2,4,74,0,1,0,3,15,15,2,1,2,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.801,4.794,1,125.0,C,NCTL,ND
74,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:56:02,2,4,75,0,1,0,3,15,30,2,1,2,27,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295,0.694,1,120.0,C,CTL,
75,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:56:17,2,4,76,0,1,0,3,15,40,2,1,2,27,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.997,6.176,1,105.0,W,CTL,ND
76,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:56:51,2,5,77,0,1,0,4,0,0,1,2,1,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.808,47.068,11,99.0,BC,NCTL,D
77,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:57:36,2,5,78,0,1,0,4,15,0,1,1,1,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.816,29.959,3,110.0,C,NCTL,ND
78,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:58:03,2,5,79,0,1,0,4,30,0,1,1,2,29,50,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,52.548,82.441,14,115.0,B,NCTL,D
79,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:58:48,2,5,80,0,1,0,4,30,15,1,2,1,30,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.649,10.726,3,95.0,W,NCTL,ND
80,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:59:22,2,5,81,0,1,0,4,40,15,1,2,2,30,51,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.491,13.207,4,93.0,C,NCTL,D
81,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:59:59,2,5,82,0,1,0,4,40,30,1,1,2,30,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.142,10.085,2,106.0,BW,NCTL,ND
82,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:00:21,2,5,83,0,1,0,4,40,40,1,1,1,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.338,6.022,1,128.0,C,NCTL,D
83,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:00:42,2,5,84,0,1,0,4,AD,40,1,2,1,32,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.057,4.034,1,96.0,BW,NCTL,D
84,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:02:36,2,6,85,0,1,1,4,0,0,2,2,2,32,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.705,19.998,5,94.0,W,NCTL,ND
85,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:03:19,2,6,86,0,1,1,4,0,15,2,1,2,32,54,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.908,21.083,5,124.0,B,NCTL,D
86,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:03:46,2,6,87,0,1,1,4,0,30,2,2,2,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.622,2.755,1,96.0,C,NCTL,ND
87,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:04:32,2,6,88,0,1,1,4,0,40,2,2,1,33,55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.218,0.533,0,,C,NCTL,
88,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:05:10,2,6,89,0,1,1,4,15,40,2,1,2,33,56,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.059,4.296,1,124.0,C,NCTL,
89,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:05:40,2,7,90,0,1,1,5,0,0,1,1,2,33,57,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.648,37.057,10,122.0,C,NCTL,ND
90,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:06:15,2,7,91,0,1,1,5,0,15,1,2,2,33,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.349,19.391,4,90.0,W,NCTL,D
91,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:06:52,2,7,92,0,1,1,5,0,30,1,2,2,33,59,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,42.471,34.564,8,99.0,B,NCTL,D
92,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:07:41,2,7,93,0,1,1,5,0,40,1,1,2,33,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12.278,12.532,4,125.0,W,NCTL,D
93,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:11:42,3,1,94,0,2,0,0,0,0,2,1,2,33,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144,1.41,1,105.0,W,CTL,
94,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:12:01,3,1,95,0,2,0,0,0,15,2,1,2,33,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,4.508,1,116.0,C,NCTL,D
95,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:12:19,3,1,96,0,2,0,0,0,30,2,1,2,33,63,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.114,12.892,5,108.0,W,NCTL,ND
96,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:12:45,3,1,97,0,2,0,0,0,40,2,2,1,34,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.661,16.581,4,103.0,C,NCTL,ND
97,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:13:23,3,1,98,0,2,0,0,15,40,2,1,1,35,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.031,15.616,2,106.0,BW,NCTL,ND
98,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:13:48,3,1,99,0,2,0,0,30,40,2,1,2,35,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.638,10.317,1,122.0,B,CTL,ND
99,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:14:36,3,2,100,0,2,0,1,0,0,1,1,1,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915,7.451,1,125.0,C,CTL,ND
100,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,01:14:55,3,2,101,0,2,0,1,15,0,1,1,1,37,64,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0.942,1,118.0,W,CTL,
